name,review_text,review_rating
Publish Gunawarman,"this is my second time here. pengalaman pertama cukup oke and the food was amazing. kmrn kesini lagi order katsu sando (karena ini yg direkomen org2 ig) dengan harga 185k before tax. dgn harga segini i expect beef ygg tender dan juicy ya. ternyata dateng2 keras banget bgt sampe dipotong pun susah. ngunyah dan telennya jg susah sekali:” utk rotinya oke aja. di description ada caramelized onion tp dtg2 cuma ada bbrp helai. bener2 menyedihkan si utk ukuran makanan 200k after tax.

lebih sedih lagi, saat kita panggil waitressnya (not to complain), waitressnya bales dgn agak ketus “memang dagingnya medium kok”. terus kita bingung…medium dari mana? ini uda WELL DONE bahkan. terus kita blg “ini keras bgt kak, susah dipotong”, malah dibales “mau kita bikin well done aja?”.

akhihrnya kita memutuskan untuk yauda lah males berkepanjangan. utkk restoran sekelas publish, we expect MINIMAL waitressnya merespon dengan baik dan “kami coba tanyakan ke chefnya ya kak, mohon maaf sebelumnya”.

but i must say selain itu, servicenya oke bgt. waitress2 lainnya baikk dan friendly.",3
Publish Gunawarman,"Witness the launching of  Mijia: smart, sleek, spacious  refrigerator 510L. Connect to Xiaomi home App. This premiere refrigerator has 4 doors with separate temperature controls and dual inverters and double compressors. Design for live smart",4
Publish Gunawarman,"tempatnya enak sih soalnya luas, buat harga ya sesuai lah sm ambience, datenh malem ga begitu rame, photobox nya ok aja, kemrim pesen pasta tp agak kurang asin rasanyaa",4
Publish Gunawarman,tiga jempol,5
Publish Gunawarman,Nice! & Indoor Smoking Available,5
Publish Gunawarman,"Coming here to share eats and laughs with friends or loved ones is the right choice! The ambience here cannot be found anywhere else.

Their strawberry juice is sooo good! I normally only drink water, but this is a must have when I’m here.

Love getting their caesar salad too, it has a unique taste that’s different from all the other salads I’ve tried.

Their gyukatsu sando tasted nice, but honestly not worth for the small portion :(

Various menus I still haven’t tried, definitely looking forward to do so.",5
Publish Gunawarman,"Cozy ambiance, good food in reasonable price. Perfect just for having meal or a meeting or even a ""WFC"", excellent n helpfull staffs.
The food also very delicious and the coffee is nice",5
Publish Gunawarman,"Good food. Very nice ambiance. Beautifully designed and crafted restaurant. Beef sando and crab pasta were my favs. They provide pads in ladies toilet. Very much appreciate it. Smoking area also spacious, dingin, dan ga bau.",5
Publish Gunawarman,"Visited for a Friday lunch and it wasn’t too crowded, which made for a relaxing experience. The atmosphere was cozy, and the staff were friendly and welcoming. We ordered the crab linguine pasta, tongseng beef sirloin, and chicken cordon bleu — all of which were delicious. I had the crab butter linguine, a popular recommendation, and it did not disappoint. For drinks, the orange juice I ordered were a bit on a smaller portion but it was still okay. There’s also a secluded area available if you want a more private dining experience. I’d definitely recommend this place to others.",5
Publish Gunawarman,makanannya enak bangett dan dateng cepett! good servicee mayoritasss tapi ada 1 mba mba yg nagih bill gatau kenapa agak jutek😞 semangat mbaa! love it,4
Publish Gunawarman,"Banyak bangku kosong. Katanya reservasi Kenapa hari libur ko harus reservasi, harusnya first come first serve. Parkiran ga cocok buat sport car..kayanya valetnya ga paham kalo sportcar ga bisa di ujung atau tempat tinggi.",1
Publish Gunawarman,"I really like the food, the ambience is nice as well, classic restaurant with a fun atmosphere",4
Publish Gunawarman,"jujur tempatnya bagus makanan enak, tapi kenapa staff nya betul betul tidak sabar untuk menunggu kita memanggil untuk memesan, terus terus an ditanya “pesan apa ka” (yg cwo) , dr makan smpe plg trs aja diliatin , sama mba mba yang pinggir bar (kasir) pake kacamata padahal tugas kalian hanya melayani dan kita membayar, untung ada mas mas yang cukup baik membantu menawarkan diri menfotokan, selebihnya tolong dong kita punya kerisihan juga.",5
Publish Gunawarman,"went here on Sunday, the ambience was 10/10. great interior with just enough lighting. the service was pretty good, some staffs needs a little hospitality training though..

the food was good, ordered the crab butter linguine, was good, filling, and i love the black peppers but it was waay too salty. the burger's pretty good as well, 10/10 fries it was amazing.

definitely would come back hoping for some improvements.",4
Publish Gunawarman,"I had a great experience at Publish Jakarta! The food has been consistently delicious—flavorful and thoughtfully presented. It definitely gives off that ""new place"" vibe with a modern and high-end atmosphere, perfect if you're looking to try something fresh and trendy in the city. A great spot for those who enjoy discovering new dining experiences. Looking forward to coming back and trying more from the menu!",5
Publish Gunawarman,"Thank you to Publish Team for making Mami’s Birthday arrangement easy and special, thank you for the surprise, really made Mami’s day! Food was great, service was great and place was warm and cozy, deffo will come back!",5
Publish Gunawarman,"Meja kosong cuman tidak boleh pindah, ada meja kosong katanya untuk 13 orang, namun pas dilihat lagi mejanya dipisah tidak jadi untuk 13 orang, very very not recommended, please ketika weekend first come first serve, kita datang untuk bersenang senang untuk spend something on your resto",1
Publish Gunawarman,"Second time here for lunch. So far, everything I ordered is properly executed 👌",5
Publish Gunawarman,"Makanan best
Cuman pelayannya astagfirullah ada satu pelayan cowok , sampe mulut ku ke coplosan udh jelek songong lagi krna pelayannya jutek, welcomenya ramah di bukain pintu, pas mau pulang pelayan cowok yg songong it cuman lihatin gue buka pintu padahal dia diri dibelakang ku, maksudnya apa ??",2
Publish Gunawarman,"this restaurant is very recommended for all of u who wants to wfc, dinner, and lunch! we enjoyed our lunch at there, the restaurant has nice ambience! we met the chef, mr. styven and the manager, ms. nita, they are so nice!✨",5
Publish Gunawarman,A bit pricey but great place to hangout with your friends,5
Publish Gunawarman,Each dish is prepared and plated with finesse and satisfying flavors. The staff is attentive and genuinely welcoming. Chef Styven and bu Nita have a top notch for welcoming us. Will be back soon !,5
Publish Gunawarman,#NAME?,5
Publish Gunawarman,overall good,5
Publish Gunawarman,"Food was great, Service was excellent, and we love the elegant ambience.",5
Publish Gunawarman,Makan cantik 😘😘😘,5
Publish Gunawarman,"Dining at Publish Gunawarman feels like you’ve stepped into the living room of someone quietly super rich haha. The vibe was sleek, warm interiors, marble floors, and elegant lighting all set the tone for a meal that feels both elegant and cozy. It’s homey but polished, with that kind of effortless cool that makes you want to move in and live there forever.

The Wagyu Katsu Sando was an instant standout for me. It was crispy, juicy, and indulgent in a nice balanced way. After that, the Crab Butter Linguine was a nice punchy zesty umami, and a generous portion of sweet lump crab. The Brie Toast with Truffle Honey was simple but absolutely addictive: melty, creamy cheese on crunchy toast, poured over with sweet truffly honey. The ""bossam-style"" crackling pork belly was another winner. Unlike bossams, the pork had fried crackling skin. But it was still very much juicy, and paired well with the sauces and veggies.

The duck curry noodles, calamari, and pizza were fine tbh but probably not special enough for me to order again next time. They were still decent enough to finish, just not the kind of dishes I’d race back for.

Overall, Publish hits a sweet spot. It had exciting flavors, refined yet welcoming space, and dishes that punch way above your usual asian western fusion cafes. It’s not cheap, but it feels like money well spent. I left full and impressed. Def a decent enough place to back to.",4
Publish Gunawarman,"Tempatnya cukup luas, ada yang indoor dan outdoor. Vibesnya nyaman, estetik. Enak buat kumpul bareng temen, atauun meeting karena ada ruangan privat juga.
Pelayanannya ramah, minuman2ny enak, tiramisunya juga enak 👍🏻👍🏻👍🏻",5
Publish Gunawarman,"⭐⭐⭐⭐⭐
Service was really good! Came here during lebaran, everyone was still putting in their hard work. Good service. 2nd time coming here",5
Publish Gunawarman,"I had high expectations for this place, but unfortunately, the experience was disappointing. The staff were not only unfriendly but outright rude. When I asked questions, they responded with indifference and a harsh tone, making me feel unwelcome.

As for the food, it was nothing special—just average. Given the prices, I don’t think it was worth it. If the restaurant had a great atmosphere or impressive décor, it might have justified the cost, but the space felt bland and uninspired.

Overall, it wasn’t a pleasant experience. Would I return? Absolutely not, especially considering how rude the staff were. To top it off, they charged a 10% service fee, which felt completely unjustified given the poor service.",2
Publish Gunawarman,"cocok bgt buat dinner / casual dining with friends or a date with your bf, the pasta was so goodd, worth the price",5
Publish Gunawarman,"Tempatnya enak banget buat nongki and chill, so delicious for the food, staffnya friendly banget .so, bakal balik ke sini lagi….",5
Publish Gunawarman,Alll good,5
Publish Gunawarman,"Publish Gunawarman delivers a great dining experience with flavorful dishes and a stylish, cozy atmosphere. The menu is well-curated, and the food is both creative and satisfying, making it a great place for a relaxed dinner or drinks with friends. The interior is warm and inviting, perfect for enjoying a night out.

However, the service didn’t quite match the quality of the food and ambiance. Staff could be more attentive and coordinated, which slightly affected the overall experience. Still, it's a spot worth visiting for the food and vibe — just hope the service improves over time.",4
Publish Gunawarman,"Service nya excellent, untuk makanan dan minuman nya gausah di ragukan lagiii",5
Publish Gunawarman,"best banget tempatnya, makanannya enak dan porsinya pas banget. service dan bartender cara explain makanannya bagus bngt",5
Publish Gunawarman,"Enjoy banget dinner disini, makanan dan minumannya ga ada yg ga enak, yg tdk terlupakan tiramisu nya endulitaaa🥹 pelayananya juga ramah bangett, best banget pokoknya 🫶🏻✨",5
Publish Gunawarman,Cozy place,5
Publish Gunawarman,"Every details in this place are amazing. Start with the food, so good! Their quality patut di acungin jempol. Service nya juara, super helpful dan solutif. Big thanks to Ibu Nita & Mas Jiung for your service.",5
Publish Gunawarman,"Tempatnya luas, vibesnya minimalist & classy. Krn vibey, jadi ruangannya agak gelap (i dont mind, tp tergantung preference masing2).

The food is OK, gak yg wow banget. We ordered:
- Truffle Mushroom Soup: very creamy, 8/10
- Oxtail Fried Rice: enak standar nasgor seperti biasa, 7/10
- Crab Butter Linguine: mnrtku rasa asem, manis, & asinnya kurang ke blend & rasa crab nya gaterlalu kerasa. But its one of the better dishes of the night, 8/10
- Gyukatsu Sando: our best order! The taste is balanced, however dagingnya tuh tebel bgt jd agak susah utk digigit, 9/10

Note: kita dtg utk buka puasa, dimana di state akan dapet free takjil. Kita udh dtg dari sebelum jam buka tp gak dapet. When we asked for it sekitar jam 6.30, mrk bilang sudah habis krn batas waktu jam 6.30. Seharusnya kl emg kasih free takjil kita gak perlu minta lagi sih. Pdhl kt udh nungguin:/

Ada tempat photoboothnya juga which is a plus point.",4
Publish Gunawarman,"Enak, bersih, private room nya juga bagus",4
